,Survived,Pclass,Age,Fare,C,Q,Family,Child,Female
482,0,3,50.0,8,False,False,0,False,False
483,1,3,63.0,9,False,False,0,False,True
484,1,1,25.0,91,True,False,1,False,False
485,0,3,,25,False,False,1,False,True
486,1,1,35.0,90,False,False,1,False,True
487,0,1,58.0,29,True,False,0,False,False
488,0,3,30.0,8,False,False,0,False,False
489,1,3,9.0,15,False,False,1,True,False
490,0,3,,19,False,False,1,False,False
491,0,3,21.0,7,False,False,0,False,False
492,0,1,55.0,30,False,False,0,False,False
493,0,1,71.0,49,True,False,0,False,False
494,0,3,21.0,8,False,False,0,False,False
495,0,3,,14,True,False,0,False,False
496,1,1,54.0,78,True,False,1,False,True
497,0,3,,15,False,False,0,False,False
498,0,1,25.0,151,False,False,1,False,True
499,0,3,24.0,7,False,False,0,False,False
500,0,3,17.0,8,False,False,0,False,False
501,0,3,21.0,7,False,True,0,False,True
502,0,3,,7,False,True,0,False,True
503,0,3,37.0,9,False,False,0,False,True
504,1,1,16.0,86,False,False,0,False,True
505,0,1,18.0,108,True,False,1,False,False
506,1,2,33.0,26,False,False,1,False,True
507,1,1,,26,False,False,0,False,False
508,0,3,28.0,22,False,False,0,False,False
509,1,3,26.0,56,False,False,0,False,False
510,1,3,29.0,7,False,True,0,False,False
511,0,3,,8,False,False,0,False,False
512,1,1,36.0,26,False,False,0,False,False
513,1,1,54.0,59,True,False,1,False,True
514,0,3,24.0,7,False,False,0,False,False
515,0,1,47.0,34,False,False,0,False,False
516,1,2,34.0,10,False,False,0,False,True
517,0,3,,24,False,True,0,False,False
518,1,2,36.0,26,False,False,1,False,True
519,0,3,32.0,7,False,False,0,False,False
520,1,1,30.0,93,False,False,0,False,True
521,0,3,22.0,7,False,False,0,False,False
522,0,3,,7,True,False,0,False,False
523,1,1,44.0,57,True,False,1,False,True
524,0,3,,7,True,False,0,False,False
525,0,3,40.5,7,False,True,0,False,False
526,1,2,50.0,10,False,False,0,False,True
527,0,1,,221,False,False,0,False,False
528,0,3,39.0,7,False,False,0,False,False
529,0,2,23.0,11,False,False,1,False,False
530,1,2,2.0,26,False,False,1,True,False
531,0,3,,7,True,False,0,False,False
532,0,3,17.0,7,True,False,1,False,False
533,1,3,,22,True,False,1,False,True
534,0,3,30.0,8,False,False,0,False,True
535,1,2,7.0,26,False,False,1,True,False
536,0,1,45.0,26,False,False,0,False,False
537,1,1,30.0,106,True,False,0,False,True
538,0,3,,14,False,False,0,False,False
539,1,1,22.0,49,True,False,1,False,True
540,1,1,36.0,71,False,False,1,False,True
541,0,3,9.0,31,False,False,1,True,False
542,0,3,11.0,31,False,False,1,True,False
543,1,2,32.0,26,False,False,1,False,False
544,0,1,50.0,106,True,False,1,False,False
545,0,1,64.0,26,False,False,0,False,False
546,1,2,19.0,26,False,False,1,False,True
547,1,2,,13,True,False,0,False,False
548,0,3,33.0,20,False,False,1,False,False
549,1,2,8.0,36,False,False,1,True,False
550,1,1,17.0,110,True,False,1,False,False
551,0,2,27.0,26,False,False,0,False,False
552,0,3,,7,False,True,0,False,False
553,1,3,22.0,7,True,False,0,False,False
554,1,3,22.0,7,False,False,0,False,True
555,0,1,62.0,26,False,False,0,False,False
556,1,1,48.0,39,True,False,1,False,True
557,0,1,,227,True,False,0,False,False
558,1,1,39.0,79,False,False,1,False,True
559,1,3,36.0,17,False,False,1,False,True
560,0,3,,7,False,True,0,False,False
561,0,3,40.0,7,False,False,0,False,False
562,0,2,28.0,13,False,False,0,False,False
563,0,3,,8,False,False,0,False,False
564,0,3,,8,False,False,0,False,True
565,0,3,24.0,24,False,False,1,False,False
566,0,3,19.0,7,False,False,0,False,False
567,0,3,29.0,21,False,False,1,False,True
568,0,3,,7,True,False,0,False,False
569,1,3,32.0,7,False,False,0,False,False
570,1,2,62.0,10,False,False,0,False,False
571,1,1,53.0,51,False,False,1,False,True
572,1,1,36.0,26,False,False,0,False,False
573,1,3,,7,False,True,0,False,True
574,0,3,16.0,8,False,False,0,False,False
575,0,3,19.0,14,False,False,0,False,False
576,1,2,34.0,13,False,False,0,False,True
577,1,1,39.0,55,False,False,1,False,True
578,0,3,,14,True,False,1,False,True
579,1,3,32.0,7,False,False,0,False,False
580,1,2,25.0,30,False,False,1,False,True
581,1,1,39.0,110,True,False,1,False,True
582,0,2,54.0,26,False,False,0,False,False
583,0,1,36.0,40,True,False,0,False,False
584,0,3,,8,True,False,0,False,False
585,1,1,18.0,79,False,False,1,False,True
586,0,2,47.0,15,False,False,0,False,False
587,1,1,60.0,79,True,False,1,False,False
588,0,3,22.0,8,False,False,0,False,False
589,0,3,,8,False,False,0,False,False
590,0,3,35.0,7,False,False,0,False,False
591,1,1,52.0,78,True,False,1,False,True
592,0,3,47.0,7,False,False,0,False,False
593,0,3,,7,False,True,1,False,True
594,0,2,37.0,26,False,False,1,False,False
595,0,3,36.0,24,False,False,1,False,False
596,1,2,,33,False,False,0,False,True
597,0,3,49.0,0,False,False,0,False,False
598,0,3,,7,True,False,0,False,False
599,1,1,49.0,56,True,False,1,False,False
600,1,2,24.0,27,False,False,1,False,True
601,0,3,,7,False,False,0,False,False
602,0,1,,42,False,False,0,False,False
603,0,3,44.0,8,False,False,0,False,False
604,1,1,35.0,26,True,False,0,False,False
605,0,3,36.0,15,False,False,1,False,False
606,0,3,30.0,7,False,False,0,False,False
607,1,1,27.0,30,False,False,0,False,False
608,1,2,22.0,41,True,False,1,False,True
609,1,1,40.0,153,False,False,0,False,True
610,0,3,39.0,31,False,False,1,False,True
611,0,3,,7,False,False,0,False,False
612,1,3,,15,False,True,1,False,True
613,0,3,,7,False,True,0,False,False
614,0,3,35.0,8,False,False,0,False,False
615,1,2,24.0,65,False,False,1,False,True
616,0,3,34.0,14,False,False,1,False,False
617,0,3,26.0,16,False,False,1,False,True
618,1,2,4.0,39,False,False,1,True,False
619,0,2,26.0,10,False,False,0,False,False
620,0,3,27.0,14,True,False,1,False,False
621,1,1,42.0,52,False,False,1,False,False
622,1,3,20.0,15,True,False,1,False,False
623,0,3,21.0,7,False,False,0,False,False
624,0,3,21.0,16,False,False,0,False,False
625,0,1,61.0,32,False,False,0,False,False
626,0,2,57.0,12,False,True,0,False,False
627,1,1,21.0,77,False,False,0,False,True
628,0,3,26.0,7,False,False,0,False,False
629,0,3,,7,False,True,0,False,False
630,1,1,80.0,30,False,False,0,False,False
631,0,3,51.0,7,False,False,0,False,False
632,1,1,32.0,30,True,False,0,False,False
633,0,1,,0,False,False,0,False,False
634,0,3,9.0,27,False,False,1,True,False
635,1,2,28.0,13,False,False,0,False,True
636,0,3,32.0,7,False,False,0,False,False
637,0,2,31.0,26,False,False,1,False,False
638,0,3,41.0,39,False,False,1,False,True
639,0,3,,16,False,False,1,False,False
640,0,3,20.0,7,False,False,0,False,False
641,1,1,24.0,69,True,False,0,False,True
642,0,3,2.0,27,False,False,1,True,False
643,1,3,,56,False,False,0,False,False
644,1,3,0.75,19,True,False,1,True,False
645,1,1,48.0,76,True,False,1,False,False
646,0,3,19.0,7,False,False,0,False,False
647,1,1,56.0,35,True,False,0,False,False
648,0,3,,7,False,False,0,False,False
649,1,3,23.0,7,False,False,0,False,True
650,0,3,,7,False,False,0,False,False
651,1,2,18.0,23,False,False,1,False,True
